course_id,course_path,course_sha256,course_title,cluster,cluster_name,is_noise,similarity_to_medoid
00819-A,data/courses/.files/2025/course-00819-A.yml,371d715e8c0ad2dee7d7b87a5d0249bd69f0b4591a5ecf729f219133c28c4259,Programming,5,Informatics Principles Foundations (5),False,0.72670766
00819-B,data/courses/.files/2025/course-00819-B.yml,a1a0cf7e8002c3245d3782c87c53b52776b2e7f3e6b40fd236eebf090ba4745f,Programming,5,Informatics Principles Foundations (5),False,0.79847889
00819,data/courses/.files/2025/course-00819.yml,0f705b5492252386cff969a4bd49924c038c87b2a9f9515f515319f667b74671,Programming,5,Informatics Principles Foundations (5),False,0.71021357
03716,data/courses/.files/2025/course-03716.yml,a3e0910a9970c88eb7fe464a34bb494b1faa1bffbb1e94831629dd2e95e4afae,Digital Design Principles and Computer Architecture,12,Architecture Computer Operating (12),False,0.72794319
04138,data/courses/.files/2025/course-04138.yml,84d707bab441129b9a89e4cb0a14e0e2bd74ce7dfaf76bcd16170b8d6757760e,Programming Languages,20,Languages Programming (20),False,1.00000000
07276-A,data/courses/.files/2025/course-07276-A.yml,3a504e508e4cb054216c3cb1773dce586a0e411b6092cd0a3fcc305eb34d279d,Computer Science,5,Informatics Principles Foundations (5),False,0.73591173
07276-B,data/courses/.files/2025/course-07276-B.yml,a2e96fc8e4521772e2d53f038d9f77f7157649edc44451c105fd2245dc61bfcc,Computer Science,3,Informatics Informatic Humanities (3),False,0.70173299
07276-C,data/courses/.files/2025/course-07276-C.yml,87d6696181ba54df5819794ead11aa5c9437282d38aab4249d432da359b0686a,Computer Science,3,Informatics Informatic Humanities (3),False,0.69049560
07276,data/courses/.files/2025/course-07276.yml,8cb806d2d7ebefa455e6479db8f0a198236e7b9871ec0e22629be60a74ad6eff,Computer Science,12,Architecture Computer Operating (12),False,0.70023223
08574-A,data/courses/.files/2025/course-08574-A.yml,19a2ad9e422fb36be94d2a51d9db299ade3f39d8fd05b2086b82d7406351b4f0,Operating Systems,12,Architecture Computer Operating (12),False,0.72447536
08574-B,data/courses/.files/2025/course-08574-B.yml,5f3fb07637470e12bb4ecdd1e9d2663b794ca412cb143edbee9e85eb2cef8bd2,Operating Systems,12,Architecture Computer Operating (12),False,0.65419637
08574,data/courses/.files/2025/course-08574.yml,5157f1e295b8db9ae8e13741374e1639cee97dffce8418048792ca88a5f615f0,Operating Systems,12,Architecture Computer Operating (12),False,0.77110775
09032,data/courses/.files/2025/course-09032.yml,74a549b4f58b54b632ca99e1f40b5c823d08cc5f0781e34f410aca4f8f4d8bb0,Software Engineering,11,Software Engineering Advanced (11),False,1.00000000
09679,data/courses/.files/2025/course-09679.yml,24cb2877b8698a8b76d015c7dcfbb9c6f4443dfd5dd9b31ca3068097235da58d,Data Base Sistems,6,Bases Data Database (6),False,0.74092374
09730-A,data/courses/.files/2025/course-09730-A.yml,169afb8dd13728d1000ca5cd4ca172cbcfe581659891eb3cf91af71b55f6d335,Principles of Informatics,5,Informatics Principles Foundations (5),False,0.85487261
09730,data/courses/.files/2025/course-09730.yml,f8e98469ffeff98cc932356f14fc226936400210e0a2f375e8c19cfef03e29d6,Principles of Informatics,5,Informatics Principles Foundations (5),False,1.00000000
10906-A,data/courses/.files/2025/course-10906-A.yml,b1ccbae70c6819a7f2270f246bcd6d775de93f59d5ff5b5d452d6dfbcac1b2c3,Databases,6,Bases Data Database (6),False,0.70712384
10906,data/courses/.files/2025/course-10906.yml,1c1de02c9a27fecf2b3a24d8f63178ea1a430be29ffa40d76c6958c8ac14a63f,Databases,6,Bases Data Database (6),False,0.79862316
11925,data/courses/.files/2025/course-11925.yml,eeca614f6fd7e8b7accf66a0356b00e70d52d0036e0b69eb0b1c237b4c1308d7,Computer Architecture,12,Architecture Computer Operating (12),False,0.76548277
11929-A,data/courses/.files/2025/course-11929-A.yml,bbf9648648dfc5f9f450b45d14a6e55ff4c9c24cc6bd93f57aab991a452d67b7,Algorithms and Data Structures,5,Informatics Principles Foundations (5),False,0.73724586
11929-B,data/courses/.files/2025/course-11929-B.yml,6b1d80c82aee7a6784b4509f522a5f406a8be2917db2d0a7df5713a328225147,Algorithm and Data Structures,5,Informatics Principles Foundations (5),False,0.74906335
11929,data/courses/.files/2025/course-11929.yml,282fef9fa15fe70268ae2abc1678256773423307de23a271c1ee723726a12729,Algorithms and Data Structures,5,Informatics Principles Foundations (5),False,0.60257242
11933,data/courses/.files/2025/course-11933.yml,0919157c3c7fa4a5cc7a66c11925c4391266e0f7289a994ee52764184d716bc5,Theoretical Computer Science,5,Informatics Principles Foundations (5),False,0.71248644
14015,data/courses/.files/2025/course-14015.yml,1ae9672840f48436a946437d11a60848f2d7d97c2593d4b9d63bc8f70ae4152b,Cryptography,22,Security Information Cryptography (22),False,0.67450409
15305,data/courses/.files/2025/course-15305.yml,2fd95491c17f442df01617b5b75aff2d9d0731f1505425eefa57a74e5848ee55,Foundations of Informatics A,5,Informatics Principles Foundations (5),False,0.98862432
15920,data/courses/.files/2025/course-15920.yml,8ad92642ce7475e6b11ef0cb7563bd5e26f37849b25bbcef11542334df153277,Computer Lab,3,Informatics Informatic Humanities (3),False,0.66902414
16692,data/courses/.files/2025/course-16692.yml,8f6740def7fea64291fc59a23b62533ace900dce194a338ef860f1efa68fefe0,Laboratory of Informatics,5,Informatics Principles Foundations (5),False,0.80611359
16870,data/courses/.files/2025/course-16870.yml,9ed187576102ce628ce523bfef88904a627dbee7f2a4b5076726d4c0f4cc728f,Programming Laboratory,11,Software Engineering Advanced (11),False,0.65120233
17628,data/courses/.files/2025/course-17628.yml,4625285fc28ff09c7e49a339e9b4225bff7250ce7ba2cea76586a5c2955ac554,Concurrent and Distributed Programming,18,Programming Concurrent Distributed (18),False,1.00000000
17634,data/courses/.files/2025/course-17634.yml,09a2d8341265ab4e0b9b502ddcef8518ed7e1a7473a6064487d6586c53ae6bcc,Computer Vision,10,Computer Vision Image (10),False,0.77445561
20741,data/courses/.files/2025/course-20741.yml,ae5bf7f18e5434f6af56355103292894de8d0c7e1fcf0b32667fa374190a8e68,Information Processing Systems,3,Informatics Informatic Humanities (3),False,0.64861623
27311-A,data/courses/.files/2025/course-27311-A.yml,f8c719917e4202d6d3e4fb9cb25818fb15f87e2a12ca3ae70c2ccc25543fc61b,Humanistic IT,13,Cultural Heritage Data (13),False,0.68468530
27311,data/courses/.files/2025/course-27311.yml,3241dfd09332c82beed5ad1fe865f37c0df83df8dacaf862bc629bf87f307287,Humanistic IT,13,Cultural Heritage Data (13),False,0.70910512
28004,data/courses/.files/2025/course-28004.yml,53ed293ea5e91d074b256d60efea81bed9e29c923c913f51789116c8823f5519,Foundations of Informatics T-1,12,Architecture Computer Operating (12),False,0.66581006
28011-A,data/courses/.files/2025/course-28011-A.yml,0d5b6e4c91ba07c098daaf25404bb7aa1696bb5d305c2dad9c206b41678cc1e9,Logic Design T,5,Informatics Principles Foundations (5),False,0.64240550
28011,data/courses/.files/2025/course-28011.yml,320e9026b32d1bceec9472dd05bf08feba91aab0d55a7f9188432fbb26be58d5,Logic Design T,5,Informatics Principles Foundations (5),False,0.66741226
28012-A,data/courses/.files/2025/course-28012-A.yml,5d97be3056c77c0513f67bbb7296db695fc59c8c97ad977956555df9507bdb87,Electronic Calculators T,12,Architecture Computer Operating (12),False,0.57274628
28012,data/courses/.files/2025/course-28012.yml,918dfc715ae3fd9558c4714a0dfbda49ae83450750597a7c159c092db0d7a565,Electronic Calculators T,12,Architecture Computer Operating (12),False,0.67854392
28020,data/courses/.files/2025/course-28020.yml,82c7c9275ea245eaab56a5ac797ea6f458964275a8b8c3d966019050b94bc79d,Operating Systems T,12,Architecture Computer Operating (12),False,0.63147842
28021,data/courses/.files/2025/course-28021.yml,7efd3e6669e06c9d4fd61165ae0c66bc4af9e09c4e167856ab4fa4c224cc2e96,Software Engineering T,11,Software Engineering Advanced (11),False,0.73670798
28024,data/courses/.files/2025/course-28024.yml,e2d1c809f554e92833cd708db28659e3e56c8b2cd170c698510e41ed1a30aa25,Computer Networks T,3,Informatics Informatic Humanities (3),False,0.71519225
28027,data/courses/.files/2025/course-28027.yml,517c64d3c2a530818404be3131673775c455a3773f09d4db23e6294449cdbc11,Information Systems T,6,Bases Data Database (6),False,0.70567510
28040,data/courses/.files/2025/course-28040.yml,737093029c2c09f08590a1fe8bc6a7e2be9a73313d4452ade2c76d835985c84c,Information Technology,5,Informatics Principles Foundations (5),False,0.70438938
28106,data/courses/.files/2025/course-28106.yml,0976a4536bf53201ee252b11b9b8ab3bb810d9c7f5827e222d8b219c1663c4df,Computer Science for Environmental Sciences,3,Informatics Informatic Humanities (3),False,0.71918253
28623,data/courses/.files/2025/course-28623.yml,76a7b9a0a64e93496de2f40489bca69333e1f83669c371b1bdafcc6267dd1d1d,Foundations of Informatics and Laboratory,5,Informatics Principles Foundations (5),False,0.84314439
28652,data/courses/.files/2025/course-28652.yml,c262c934b5d36022afa1b600d5f02b6e66145bbc51f21c08f4d9dedde694b995,IT Systems T-1,3,Informatics Informatic Humanities (3),False,0.68597215
28659,data/courses/.files/2025/course-28659.yml,83d395633f95877fe091825f0f5c3731c76369e2adaa6f283d25749a9605745e,Web Technologies T,8,Web Technologies Technology (8),False,0.66969821
28796,data/courses/.files/2025/course-28796.yml,9f4869c6200dfaf33fac95d59230800361842e2a4b045510bfc7f12b0cf8b283,Elements of Databases,6,Bases Data Database (6),False,0.81410649
29227-A,data/courses/.files/2025/course-29227-A.yml,3c0996a66bfbebe364cc1090f67c74668c592616f848a16087dc16b4c01e38d1,Foundations of Informatics T,5,Informatics Principles Foundations (5),False,0.73985972
29227-B,data/courses/.files/2025/course-29227-B.yml,02c9b23df256317fa48623e0ace4c01addcfe7bf4f00ed76384a5298110fda1e,Foundations of Informatics T,5,Informatics Principles Foundations (5),False,0.72618738
29227,data/courses/.files/2025/course-29227.yml,7f079a228a8403ca1bc5881a37f31cd9d51aed006ca774ed8cad9e41c25fe6dd,Foundations of Informatics T,5,Informatics Principles Foundations (5),False,0.79479811
30376,data/courses/.files/2025/course-30376.yml,305f8cac4b449e65f6ed0d4bce56cb905dac92c3025e3463ac988e433fd4b194,Business Intelligence,6,Bases Data Database (6),False,0.70260896
37085,data/courses/.files/2025/course-37085.yml,55e9a89b5979c0b0c0b4e7eefe1a6485b07e21b3cd3fbc31f7f79025ed659441,"Principles, Models and Applications for Distributed Systems M",3,Informatics Informatic Humanities (3),False,0.54331231
37262,data/courses/.files/2025/course-37262.yml,7414410f4fc3816a46d7d413541dde81167656451ca0c8609fad3eb6079bf3e2,Computer Programming,5,Informatics Principles Foundations (5),False,0.77670803
37635,data/courses/.files/2025/course-37635.yml,bf715f1467f07b9cd1f90c33936f97380b2c796c3e77a4921b252bb98b519fd5,Data Structure and Algorithms,5,Informatics Principles Foundations (5),False,0.73554060
37760,data/courses/.files/2025/course-37760.yml,248e9f06b62c07939c62da543e939d0455c77598057ac7a5922c66e2d784af2f,Systems Simulation,28,Systems Simulation Real-Time (28),False,1.00000000
37925,data/courses/.files/2025/course-37925.yml,3b17e695bc91390509f16fce7d050160844ad4877e32945957c3a76a9a405ab5,Virtual System Design,14,Virtual Reality Design (14),False,1.00000000
39176,data/courses/.files/2025/course-39176.yml,9adcfe4541019f48fe989d6b85a784c646f007a02b263b0597c5a6095ead7f5a,Basic and Laboratory Informatics,3,Informatics Informatic Humanities (3),False,0.74058321
40720,data/courses/.files/2025/course-40720.yml,0812957182a08a2b7b7a9a2f12201fae6020ef77c0689e1a5f69b6768eee6e80,Data Mining,6,Bases Data Database (6),False,0.73125223
41169,data/courses/.files/2025/course-41169.yml,e5b04f6145f0ebf75f5f7295dd29b851117d2fdf387afd81d95fef53040eaa1e,Theoretical Computer Science,5,Informatics Principles Foundations (5),False,0.70443467
41588,data/courses/.files/2025/course-41588.yml,f3a03d038919195e625e0d909b47c8b42905afef73fa246661cc662a60d6f9c9,INTRODUZIONE ALL'ANALISI DEI DATI,5,Informatics Principles Foundations (5),False,0.61591178
41731-A,data/courses/.files/2025/course-41731-A.yml,2069f14c413b599cb05dd0d5d1228a1609d37d2c56d882decaeee356c3611a06,Web-related Technologies,8,Web Technologies Technology (8),False,0.69508024
41731,data/courses/.files/2025/course-41731.yml,a2232433893cc6bffaaaec837aca983d9152c3aae6169d42b1576498bebfe82f,Web-related Technologies,8,Web Technologies Technology (8),False,0.84160215
42500,data/courses/.files/2025/course-42500.yml,a19b936e70f37f9052cbe148e2521644376aca5f5863442f38fef457b07464b3,Semantic Web,13,Cultural Heritage Data (13),False,0.60468601
47240,data/courses/.files/2025/course-47240.yml,098937c039d5de10c0796329c012c69205f191facab86c46f095704bdb82f482,Web Systems Engineering,8,Web Technologies Technology (8),False,0.59545625
48693-A,data/courses/.files/2025/course-48693-A.yml,bb032fb826408faa88c5576beb14e97f76078a6b74fa281020ab8b67b8942516,Computer Science for Cultural Heritage,13,Cultural Heritage Data (13),False,0.84458985
48693,data/courses/.files/2025/course-48693.yml,c5fa8759da40556f003608c4d82099bed409879dbe581502e5e51dcba131efa3,Computer Science for Cultural Heritage,13,Cultural Heritage Data (13),False,0.59841972
